report_date,event_datetime_z,event_date,event_time_z,city,state,airport_code,facility,aircraft_primary,aircraft_primary_model,n_numbers,phase,event_type,pob,injuries,damage,form_8020_9,group_id,group_size,context_parens,sources_json,media_json,aircraft_image_url,aircraft_image_type,raw_narrative,callsign_primary,aircraft_type_designator,sources_found,media_found,sources_checked_on,media_checked_on,ntsb_case_id,ntsb_pdf_url,aircraft_image_actual_url,aircraft_image_generic_url,aircraft_image_verified,missing_sources,missing_media,score
9/30/2025,2025-09-29T23:45:00Z,9/29/2025,2345Z,SAN DIEGO,CA,MYF,MYF,N57LB,C206,N57LB,Arrival / approach,Engine failure / precautionary landing,2,,Unknown,Yes,110,1,MYF,[],[],https://www.google.com/search?tbm=isch&q=N57LB+aircraft,actual_search,"N57LB, during engine break-in operations, reported an engine failure while inbound to RWY28L at MYF. The pilot made a precautionary landing on I-15N near Balboa, CA. No ground injuries or damage reported.",,C206,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N57LB+aircraft,,No,True,True,2
10/1/2025,2025-09-01T10:20:00Z,9/1/2025,1020Z,COLORADO SPRINGS,CO,COS,COS,N999AD,PA28A,N999AD,Departure / climb,Emergency off-airport landing,3,1- Minor,Substantial,Yes,115,1,COS,"[{""title"": ""Aviation Safety Network entry for N999AD (Piper PA-28R-200 near Colorado Springs)"", ""url"": ""https://aviation-safety.net/wikibase/548389"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-10-01""}, {""title"": ""CPR News: Small plane makes emergency landing on major road in Colorado Springs"", ""url"": ""https://www.cpr.org/2025/10/01/small-plane-makes-emergency-landing-on-major-road-in-colorado-springs/"", ""publisher"": ""Colorado Public Radio"", ""date"": ""2025-10-01""}]","[{""title"": ""YouTube video: Plane crash-landed on road in Colorado Springs"", ""url"": ""https://www.youtube.com/watch?v=qqEJThL6mGY"", ""publisher"": ""YouTube"", ""date"": ""2025-10-01""}]",https://www.google.com/search?tbm=isch&q=N999AD+aircraft,actual_search,"N999AD departed COS and was told to resume its own altitude and navigation. 1 min later, Mayday was broadcast over the frequency. ATC repeated tries for who was calling the Mayday were not answered. There was lost radar with N999AD. The aircraft was reported to have landed on the side of the road approximately 5 miles north of COS. The only injury was to the pilot and was reported as minor.",,PA28,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N999AD+aircraft,,No,True,True,4
10/1/2025,2025-09-14T20:00:00Z,9/14/2025,2000Z,ST. MARY'S,AK,KSM,ENA FSS,N3797Z,PA-18-150,N3797Z,Landing,Runway excursion,,,Substantial,Yes,111,1,ENA FSS; KSM,"[{""title"": ""Aviation Safety Network entry for N3797Z (Piper PA-18-150 at St. Mary's, AK)"", ""url"": ""https://aviation-safety.net/wikibase/548354"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-14""}]",[],https://www.google.com/search?tbm=isch&q=N3797Z+aircraft,actual_search,N3797Z ran off the runway at KSM.,,PA18,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N3797Z+aircraft,,No,False,True,3
10/1/2025,2025-09-25T19:00:00Z,9/25/2025,1900Z,SAN DIEGO,CA,SDM,FSOC FSS,N20675,C177,N20675,,Accident/Crash,2,,Unknown,Yes,114,1,FSOC FSS; SDM,"[{""title"": ""Aviation Safety Network entry for N20675 (Cessna 172M at Brown Field, San Diego, CA)"", ""url"": ""https://aviation-safety.net/wikibase/548333"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-25""}]",[],https://www.google.com/search?tbm=isch&q=N20675+aircraft,actual_search,N20675 crashed near SDM.,,C177,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N20675+aircraft,,No,False,True,3
10/1/2025,2025-09-29T20:46:00Z,9/29/2025,2046Z,CATALINA ISLAND; AVALON,CA,AVX,FSOC FSS,N2079G,C182,N2079G,Landing,Runway excursion,1,,Substantial,Yes,112,1,FSOC FSS; AVX,"[{""title"": ""Aviation Safety Network entry for N2079G (Cessna 182A at Catalina Airport, CA)"", ""url"": ""https://aviation-safety.net/wikibase/548361"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-29""}]",[],https://www.google.com/search?tbm=isch&q=N2079G+aircraft,actual_search,"N2079G reported landing long on RWY04 on the downhill due to weather on RWY22. The aircraft veered off the runway surface and struck a safety berm. The aircraft was taxiing from the berm when the left wing struck an airport structure, causing additional damage.",,C182,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N2079G+aircraft,,No,False,True,3
10/1/2025,2025-09-30T20:48:00Z,9/30/2025,2048Z,LONGMONT,CO,LMO,D01,N25SU,SUKHOI SU-26 MX,N25SU,Takeoff,Runway excursion,1,,Substantial,Yes,113,1,D01; LMO,"[{""title"": ""Aviation Safety Network entry for N25SU (Sukhoi Su-26MX at Longmont, CO)"", ""url"": ""https://aviation-safety.net/wikibase/548368"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-30""}]",[],https://www.google.com/search?tbm=isch&q=N25SU+aircraft,actual_search,"N25SU was departing from RWY11 when the aircraft veered off to the north, causing gear to collapse and a prop strike.",,SU26,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N25SU+aircraft,,No,False,True,3
10/1/2025,2025-09-30T21:35:00Z,9/30/2025,2135Z,MONTEREY,CA,MRY,WSC ROC,SPTN622,H60,NONE,Takeoff,Rotorwash/FOD ground damage,,,Unknown,No,116,1,WSC ROC; MRY; SPARTAN,[],[],https://www.google.com/search?tbm=isch&q=H60+aircraft,generic_search,"SPTN622 departed from the TXY A/E intersection, which was right in front of the nonmovement area ramp where the Snowbird flight (SNBD) had just parked. During liftoff, SPTN622 lifted off, causing FOD to possibly cause damage to the SNBD aircraft.",SPTN622,H60,0,0,4/6/2026,4/6/2026,,,,https://www.google.com/search?tbm=isch&q=H60+aircraft,No,True,True,0
10/2/2025,2025-10-01T04:00:00Z,10/1/2025,0400Z,KOTLIK,AK,2A9,ENA FSS,N16SC,PA31,N16SC,Landing,Gear-up landing,3,,Unknown,Yes,117,1,ENA FSS; 2A9,"[{""title"": ""Aviation Safety Network entry for N16SC (Piper PA-31-310 Navajo at Kotlik Airport, AK)"", ""url"": ""https://aviation-safety.net/wikibase/548627"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-10-01""}]",[],https://www.google.com/search?tbm=isch&q=N16SC+aircraft,actual_search,"N16SC landed with the gear up, resulting in damage to both propellers.",,PA31,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N16SC+aircraft,,No,False,True,2
10/20/2025,2025-10-15T21:15:00Z,10/15/2025,2115Z,COUNCIL,ID,,FTW FSS,N414LF,B407,N414LF,Landing,Tail rotor strike,3,,Minor,Yes,143,1,FTW FSS,[],[],https://www.google.com/search?tbm=isch&q=N414LF+aircraft,actual_search,"N414LF’s tail rotor struck a piece of wood while landing in the mountains near Council, ID. As a result, there was damage to the rotor blade.",,B407,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N414LF+aircraft,,No,True,True,1
10/20/2025,2025-10-15T21:47:00Z,10/15/2025,2147Z,AUSTIN,NV,,ZLC,CFETM,BE25,NONE,,Accident/Crash,Unknown,1- Fatal,Unknown,Yes,120,1,ZLC,[],[],https://www.google.com/search?tbm=isch&q=BE25+aircraft,generic_search,"CFETM crashed near Mount Callaghan, NV approximately 18 Nautical Miles north, northeast of Austin, NV. The aircraft was subject to an ALNOT issued by ZLC.",CFETM,BE25,0,0,4/6/2026,4/6/2026,,,,https://www.google.com/search?tbm=isch&q=BE25+aircraft,No,True,True,4
10/20/2025,2025-10-17T19:20:00Z,10/17/2025,1920Z,PARIS,ID,1U7,FTW FSS,N1755A,PA18,N1755A,Landing,Ground loop / runway excursion,1,,Substantial,Yes,122,1,FTW FSS; 1U7,"[{""title"": ""Aviation Safety Network entry for N1755A (Piper PA-18-135 Super Cub at Paris Municipal Airport, ID)"", ""url"": ""https://aviation-safety.net/wikibase/552372"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-10-17""}]",[],https://www.google.com/search?tbm=isch&q=N1755A+aircraft,actual_search,N1755A was landing on RWY34 when the aircraft veered off the runway and ground looped.,,PA18,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N1755A+aircraft,,No,False,True,3
10/20/2025,2025-10-17T21:14:00Z,10/17/2025,2114Z,AUBURN,CA,AUN,FTW FSS,N8321M,PA28A,N8321M,Landing,Runway excursion,2,,Minor,Yes,123,1,FTW FSS; AUN,[],[],https://www.google.com/search?tbm=isch&q=N8321M+aircraft,actual_search,"N8321M was landing on RWY25; the aircraft landed long, and the prop went through a barbed wire fence.",,PA28,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N8321M+aircraft,,No,True,True,2
10/20/2025,2025-10-17T22:15:00Z,10/17/2025,2215Z,CONDON,MT,,ZLC,N2345R,PA27,N2345R,En route,Accident/Crash,"3, 1-Dog",3-Fatal,Substantial,Yes,118,1,ZLC,"[{""title"": ""Aviation Safety Network entry for N2345R (Piper PA-23-250 Aztec F near Condon, MT)"", ""url"": ""https://aviation-safety.net/wikibase/552386"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-10-17""}, {""title"": ""RocketCityNow: Icing and engine failure cited in N2345R Montana crash report"", ""url"": ""https://www.rocketcitynow.com/article/news/local/montana-wilderness-plane-crash-icing-and-engine-failure-cited-in-ntsb-report/525-c1a101c1-3685-4c95-96d4-454860d8bbc7"", ""publisher"": ""RocketCityNow"", ""date"": ""2025-11-21""}]","[{""title"": ""Aviation 24/7 photo post for N2345R Condon crash"", ""url"": ""https://www.facebook.com/aviation247/photos/-preliminary-report-on-october-17-2025-about-1615-mountain-daylight-time-a-piper/1300384948796242/"", ""publisher"": ""Facebook"", ""date"": ""2025-10-17""}]",https://www.google.com/search?tbm=isch&q=N2345R+aircraft,actual_search,"N2345R was enroute to the Polson (8S1) Airport, MT, reported an engine issue, and crashed approximately 40 miles northeast of Missoula, MT. Substantial damage was reported. The aircraft was the subject of an ALNOT issued by Salt Lake ARTCC (ZLC).",,PA23,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N2345R+aircraft,,No,False,False,5
10/20/2025,2025-10-18T19:30:00Z,10/18/2025,1930Z,DUBOIS,ID,U41,FTW FSS,N98RW,KITFOX S7,N98RW,Takeoff,Accident/Crash,1,,Substantial,Yes,121,1,FTW FSS; U41,[],[],https://www.google.com/search?tbm=isch&q=N98RW+aircraft,actual_search,"N98RW crashed while departing a dirt road about 25 miles northeast of Dubois Municipal Airport (U41), 44.4459572N/-111.8097141W.",,KFOX,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N98RW+aircraft,,No,True,True,4
10/20/2025,2025-10-18T21:31:00Z,10/18/2025,2131Z,SAN LUIS OBISPO,CA,SBP,SBP,SKW3383,E75L,NONE,Departure / climb,Bird strike / engine issue,57,,Unknown,Yes,125,1,SBP,[],[],https://www.google.com/search?tbm=isch&q=E75L+aircraft,generic_search,"SKW3383 (IFR) reported a bird strike on departure, then reported a rough-running engine and returned to SBP. SKW3383 landed without incident.",SKW3383,E75L,0,0,4/6/2026,4/6/2026,,,,https://www.google.com/search?tbm=isch&q=E75L+aircraft,No,True,True,1
10/20/2025,2025-10-19T16:24:00Z,10/19/2025,1624Z,LA VERNE,CA,POC,POC,N6527Q,ALON-A2,N6527Q,Landing roll,Runway excursion,2,,Minor,Yes,124,1,POC,[],[],https://www.google.com/search?tbm=isch&q=N6527Q+aircraft,actual_search,"N6527Q landed on RWY26L when it veered off surface to west, struck an airport signage, and came to rest in the non-movement area.",,A2,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N6527Q+aircraft,,No,True,True,2
10/20/2025,2025-10-19T21:43:00Z,10/19/2025,2143Z,ERIE,CO,EIK,EIK,N594TT,JMB LIGHT AERO,N594TT,,Accident/Crash,2,2- Fatal,Substantial,Yes,119,1,EIK; ZDV,"[{""title"": ""Aviation Safety Network entry for N594TT (JMB Aircraft VL-3LSA-912 near Erie, CO)"", ""url"": ""https://aviation-safety.net/wikibase/552582"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-10-19""}, {""title"": ""CBS Colorado: Small plane crashes just east of Erie Airport runway"", ""url"": ""https://www.cbsnews.com/colorado/news/plane-crash-erie-airport-colorado/"", ""publisher"": ""CBS Colorado"", ""date"": ""2025-10-19""}]","[{""title"": ""Aviation 24/7 Facebook post for N594TT Erie crash"", ""url"": ""https://www.facebook.com/aviation247/posts/n594tt-plane-crasherie-colorado-19-oct-2025/1271371051697632/"", ""publisher"": ""Facebook"", ""date"": ""2025-10-19""}]",https://www.google.com/search?tbm=isch&q=N594TT+aircraft,actual_search,"N594TT crashed in the vicinity of EIK, CO. N594TT crashed off the runway in the grass. The Boulder Emergency Communications notified the WROC and ZDV about the aircraft accident with fatality at EIK.",,VL3,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N594TT+aircraft,,No,False,False,6
10/20/2025,2025-10-20T00:18:00Z,10/20/2025,0018Z,DENALI NATIONAL PARK,AK,,FAI FSS,N4355M,PA12,N4355M,,Accident/Crash,1,,Minor,Yes,126,1,FAI FSS,[],[],https://www.google.com/search?tbm=isch&q=N4355M+aircraft,actual_search,N4355M crashed in the vicinity of Denali National Park.,,PA12,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N4355M+aircraft,,No,True,True,3
11/12/2025,2025-11-09T23:00:00Z,11/9/2025,2300Z,ENNIS,MT,EKS,WSC ROC,N80557,KODIAK CUB,N80557,Cruise / forced landing,Emergency off-airport landing,1,,,No,132,1,WSC ROC; EKS,[],[],https://www.google.com/search?tbm=isch&q=N80557+aircraft,actual_search,"N80557 lost oil pressure, and the pilot made an off airport landing 13 miles southwest of Ennis Big Sky Airport (EKS), 45.176/-111.9281.",,KODI,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N80557+aircraft,,No,True,True,2
11/12/2025,2025-11-10T01:05:00Z,11/10/2025,0105Z,"SNAKE RIVER, BLACKFOOT",ID,U02,FTW FSS,N208CM,P208,N208CM,Approach,Ditching / crash into river,1,,Substantial,Yes,142,1,FTW FSS; U02,"[{""title"": ""Aviation Safety Network entry for N208CM (Tecnam P2008 near Blackfoot, ID)"", ""url"": ""https://aviation-safety.net/wikibase/561760"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-11-09""}, {""title"": ""East Idaho News: NTSB report details events leading to Snake River plane crash"", ""url"": ""https://www.eastidahonews.com/2026/03/ntsb-report-details-events-leading-to-snake-river-plane-crash/"", ""publisher"": ""East Idaho News"", ""date"": ""2026-03-29""}]","[{""title"": ""Eyewitness News 3 Facebook video on the N208CM Snake River crash"", ""url"": ""https://www.facebook.com/EyewitnessNews3/videos/the-plane-that-crashed-into-the-snake-river-near-blackfoot-on-sunday-night-has-o/1187180496646490/"", ""publisher"": ""Facebook"", ""date"": ""2025-11-10""}]",https://www.google.com/search?tbm=isch&q=N208CM+aircraft,actual_search,N208CM crashed into the Snake River approximately 2 miles north of McCarley Field (U02). The pilot was taken to the hospital by ambulance. The aircraft was recovered by law enforcement.,,P208,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N208CM+aircraft,,No,False,False,5
11/12/2025,2025-11-10T23:45:00Z,11/10/2025,2345Z,BISHOP,CA,,FTW FSS,N13221,C172,N13221,,Accident/Crash,3,"1-Serious, 2- Fatal",Substantial,Yes,127,1,FTW FSS,"[{""title"": ""Aviation Safety Network entry for N13221 (Cessna 172M Skyhawk near Poleta, CA)"", ""url"": ""https://aviation-safety.net/wikibase/561834"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-11-10""}, {""title"": ""MyNews4: Missing aircraft from Bishop Airport found, two dead and one injured"", ""url"": ""https://mynews4.com/news/local/missing-aircraft-from-bishop-airport-found-two-dead-one-injured-in-crash"", ""publisher"": ""MyNews4"", ""date"": ""2025-11-11""}]","[{""title"": ""Inyo County Sheriff's Office Facebook post on the Bishop-area crash"", ""url"": ""https://www.facebook.com/InyoCountySheriffsOffice/posts/for-immediate-release-missing-aircraft-located-near-black-canyon-road-east-of-bi/1149509450697959/"", ""publisher"": ""Facebook"", ""date"": ""2025-11-11""}]",https://www.google.com/search?tbm=isch&q=N13221+aircraft,actual_search,N13221 (BIH-VGT) crashed near marble canyon at 37.298139/-118.20767.,,C172,2,1,4/9/2026,4/9/2026,,,https://www.google.com/search?tbm=isch&q=N13221+aircraft,,No,False,False,5
11/12/2025,2025-11-11T01:15:00Z,11/11/2025,0115Z,CASTLE ROCK,CO,APA,FTW FSS,N9143W,P28A,N9143W,Approach / emergency landing,Emergency off-airport landing,3,,Substantial,Yes,129,1,FTW FSS; APA,"[{""title"": ""Aviation Safety Network entry for N9143W (Piper PA-28-235 Cherokee 235 near Castle Rock, CO)"", ""url"": ""https://aviation-safety.net/wikibase/561808"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-11-10""}]",[],https://www.google.com/search?tbm=isch&q=N9143W+aircraft,actual_search,"N9143W declared an in-flight emergency due to a rough running engine while inbound to APA and landed on a road 11 miles south of the airport in the vicinity of Castle Rock, CO. The aircraft struck a vehicle on Prairie Hawk Drive.",,PA28,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N9143W+aircraft,,No,False,True,3
11/12/2025,2025-11-11T23:15:00Z,11/11/2025,2315Z,HOQUIAM,WA,HQM,FTW FSS,N977DS,M20F,N977DS,Landing roll,Gear collapse,2,,Minor,Yes,130,1,FTW FSS; HQM,[],[],https://www.google.com/search?tbm=isch&q=N977DS+aircraft,actual_search,N977DS’s nose gear and left gear collapsed during landing at HQM.,,M20,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N977DS+aircraft,,No,True,True,1
11/12/2025,2025-11-12T00:50:00Z,11/12/2025,0050Z,FRESNO,CA,FAT,FAT,N1264K,EXPERIMENTAL,N1264K,Landing roll,Gear collapse / runway incident,1,,Substantial,Yes,128,1,FAT,[],[],,none,"N1264K landed on RWY29L at FAT; however, the aircraft turned hard and tilted over on the right wing. Airport operations determined that the right landing gear collapsed, and the aircraft leaked fuel.",,EXPE,0,0,4/6/2026,4/6/2026,,,,,No,True,True,2
11/12/2025,2025-11-12T01:09:00Z,11/12/2025,0109Z,ANCHORAGE,AK,MRI,MRI,N9002H,C172,N9002H,Landing roll,Runway excursion,1,,Minor,Yes,131,1,MRI,[],[],https://www.google.com/search?tbm=isch&q=N9002H+aircraft,actual_search,"N9002H, upon landing on RWY26, experienced a runway excursion when the aircraft went off the left side of RWY26, hitting two runway lights.",,C172,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N9002H+aircraft,,No,True,True,2
11/17/2025,2025-11-07T22:00:00Z,11/7/2025,2200Z,NOME,AK,,FAI FSS,N595BH,BELL UH-1H,N595BH,Post-flight inspection,Tail rotor damage,2,,Minor,Yes,133,1,FAI FSS,[],[],https://www.google.com/search?tbm=isch&q=N595BH+aircraft,actual_search,"N595BH landed at Nome (OME), AK, without incident. The pilot reported damage discovered to the tail rotor blade (dent).",,UH1,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N595BH+aircraft,,No,True,True,1
11/17/2025,2025-11-14T16:54:00Z,11/14/2025,1654Z,LOS ANGELES,CA,LAX,LAX,N736AT,B777,N736AT,Ground / tow,Ground handling damage,,,Unknown,Yes,134,1,LAX,[],[],https://www.google.com/search?tbm=isch&q=N736AT+aircraft,actual_search,"N736AT, during maintenance repositioning tug operations from Gate 157 to Gate C-17, had the tug spin around causing unknown damage to the nose gear. No personnel were on board.",,B777,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N736AT+aircraft,,No,True,True,1
11/17/2025,2025-11-14T21:20:00Z,11/14/2025,2120Z,SAN JOSE,CA,SJC,WSC ROC,N226WN,B737,N226WN,Approach / landing,Bird strike,Unknown,,Unknown,No,136,1,WSC ROC; SJC; SWA4258,[],[],https://www.google.com/search?tbm=isch&q=N226WN+aircraft,actual_search,SWA4258 (SAN-SJC) IFR experienced a bird strike on short final. The bird lodged into the landing gear causing hydraulic failure. Smoke was observed near the nose and the aircraft was towed from the taxiway after exiting RWY30L.,SWA4258,B737,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N226WN+aircraft,,No,True,True,0
11/17/2025,2025-11-16T19:09:00Z,11/16/2025,1909Z,MONTEREY,CA,MRY,WSC ROC,N825SY,B738,N825SY,Landing roll,FOD / landing gear damage,Unknown,,Unknown,Yes,137,1,WSC ROC; MRY; SCX8270,[],[],https://www.google.com/search?tbm=isch&q=N825SY+aircraft,actual_search,SCX8270 (FAT-MRY) landed safely on RWY28. The maintenance crew noticed FOD embedded in the nose gear.,SCX8270,B738,0,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N825SY+aircraft,,No,True,True,1
11/17/2025,2025-11-17T05:40:00Z,11/17/2025,0540Z,EEK,AK,EEK,ENA FSS,N4112D,PA31,N4112D,Landing roll,Gear collapse / runway excursion,5,,Unknown,Yes,135,1,ENA FSS; EEK,"[{""title"": ""Aviation Safety Network entry for N4112D (Piper PA-31-350 T-1020 at Eek Airport, AK)"", ""url"": ""https://aviation-safety.net/wikibase/562025"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-11-16""}]",[],https://www.google.com/search?tbm=isch&q=N4112D+aircraft,actual_search,"N4112D during landing, the nose gear collapsed, resulting in 2 prop strikes and a runway excursion.",,PA31,1,0,4/6/2026,4/6/2026,,,https://www.google.com/search?tbm=isch&q=N4112D+aircraft,,No,False,True,2
